"","TSNE_1","TSNE_2"
"C231122007_CELL1186_N3",-13.129044054155,-46.382628315814
"C231122007_CELL1195_N3",-31.8486660519369,7.66105911238095
"C231122007_CELL119_N1",27.2296796784717,0.642278150911656
"C231122007_CELL11_N1",-40.7780524680261,-6.50884494287129
"C231122007_CELL1204_N3",20.2043122886979,34.9179981786793
"C231122007_CELL1207_N4",-14.4103586350053,20.2348891468548
"C231122007_CELL1233_N2",36.4314382458397,18.9009774207052
"C231122007_CELL1235_N2",-11.7215976296119,25.0160797898859
"C231122007_CELL1243_N2",-11.9830714296129,23.8222180813345
"C231122007_CELL1250_N1",-16.9711579316783,-22.9488613684521
"C231122007_CELL1258_N3",8.66464219461111,43.3895621589308
"C231122007_CELL1261_N2",-42.8822080995119,15.6024319055941
"C231122007_CELL1271_N1",42.6589718386887,15.4884934145125
"C231122007_CELL1272_N2",-6.92322019634417,33.9374642284692
"C231122007_CELL1277_N2",-5.06708799247613,19.1171187671141
"C231122007_CELL1279_N2",15.4439858917948,-31.6350500540233
"C231122007_CELL1297_N1",21.6598369236497,-6.95539341812847
"C231122007_CELL1298_N2",-0.835424067092329,41.846471032276
"C231122007_CELL1312_N2",-34.4638221718244,0.992404247154292
"C231122007_CELL1327_N3",34.3395755290985,11.4594366700591
"C231122007_CELL1328_N2",-3.44493585584007,24.0508259702463
"C231122007_CELL1336_N2",-16.9292525978416,-2.33797835331005
"C231122007_CELL1350_N3",20.5022546838154,-7.76106024478414
"C231122007_CELL1355_N2",32.958768249295,20.7876646700981
"C231122007_CELL1366_N2",12.4564684596609,39.5469553264734
"C231122007_CELL1371_N2",44.9533954650961,-11.6457255560459
"C231122007_CELL1377_N2",38.491049927773,-24.9019964305594
"C231122007_CELL1378_N3",-8.00178846010496,26.1535714890869
"C231122007_CELL1384_N1",41.9399782108805,-35.9048794233518
"C231122007_CELL1387_N1",40.5081105120936,14.3927002817687
"C231122007_CELL1389_N3",15.6818318560187,42.6415810332841
"C231122007_CELL1394_N1",-54.546051054727,10.5455496950365
"C231122007_CELL1395_N4",7.13223030924802,-41.3512565144834
"C231122007_CELL13_N1",2.80404391402148,-24.6709027048288
"C231122007_CELL1402_N3",-30.150845724547,-34.3063420921544
"C231122007_CELL1407_N3",-14.8803415109564,10.9970640459793
"C231122007_CELL1414_N2",-11.7329822919765,-27.2034126825843
"C231122007_CELL1416_N3",19.8488190189765,-11.3275546692082
"C231122007_CELL1444_N2",22.1174111238837,-39.5510505331538
"C231122007_CELL1452_N3",32.4660797669665,12.9970674591432
